ID,Class,Co (ppm),Ni (ppm),Cu (ppm),Zn (ppm),As (ppm),Mo (ppm),Ag (ppm),Sb (ppm),Te (ppm),Au (ppm),Tl (ppm),Pb (ppm),d34S (‰),Deposit style,Period,Description,Reference
143,Med Temperature,4.19,108,2121,2441,2236,,176,39.8,,0.08,,2832,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
144,Med Temperature,4.65,73.2,29261,4136,1740,,136,19.7,,0.07,,1853,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
145,Med Temperature,0.46,33.5,4013,2348,4521,,243,706,,0.05,,403,-1,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
146,Med Temperature,1.48,20.7,10128,2349,2182,,202,281,,0.03,,1895,-0.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
147,Med Temperature,0.96,61,2340,19101,3006,,76.6,76.7,,0.03,,650,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
148,Med Temperature,0.57,24.3,2510,4786,4296,,141,193,,0.08,,6031,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
149,Med Temperature,1.33,49.2,2922,256,3959,,126,75.3,,0.05,,713,4.2,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
150,Med Temperature,2.58,75.1,1244,2053,2225,,63.9,72.6,,0.04,,754,3.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
151,Med Temperature,0.015,0.69,28.7,3.95,2.4,,13.3,0.97,,0.03,,2663,-1,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
152,Med Temperature,2.04,17.5,282,38.7,1209,,141,32.2,,0.07,,1297,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
153,Med Temperature,2.49,73.8,61,5.44,20.7,,27.2,1.73,,0.08,,92.9,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
154,Med Temperature,0.015,0.6,4.45,2.09,0.1175,,0.17,0.035,,0.005,,54.9,4.2,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
155,Med Temperature,0.015,0.235,4.22,2.58,0.1175,,0.81,0.08,,0.005,,126,3.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
156,Med Temperature,0.67,16,1320,11.7,457,,56.7,46.4,,0.04,,1254,-1,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
157,Med Temperature,0.015,2.03,22.5,7.58,0.1175,,1.43,0.035,,0.03,,13.3,-0.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
158,Med Temperature,1.16,9.95,1194,145,3158,,260,58.9,,0.16,,2780,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
159,Med Temperature,2.73,16.5,1050,1906,4623,,85,113,,0.03,,2080,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
160,Med Temperature,37.4,155,1018,9.97,3175,,82.1,55.2,,0.08,,1635,4.2,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
161,Med Temperature,11.5,50.5,1691,345,4079,,102,235,,0.05,,10619,3.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
162,Med Temperature,0.78,2.53,1776,666,1155,,36.7,97.4,,0.005,,417,-1,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
163,Med Temperature,16.2,46.8,10789,2158,4499,,254,56.9,,0.1,,5151,-0.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
164,Med Temperature,12.2,110,3173,300,7046,,80.2,97.8,,0.03,,997,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
165,Med Temperature,7.34,27.8,2252,457,3922,,117,90.4,,0.11,,1416,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
166,Med Temperature,21.4,143,2755,451,3663,,72,191,,0.03,,787,4.2,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
167,Med Temperature,3.07,32.9,6521,15892,6160,,180,716,,0.06,,1857,3.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
168,Med Temperature,1.34,24.7,1099,8268,1125,,415,125,,0.11,,13061,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
169,Med Temperature,0.66,10.5,636,4553,1261,,306,270,,0.03,,2704,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
170,Med Temperature,0.44,2.96,862,11549,878,,71.9,325,,0.01,,1218,4.2,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
171,Med Temperature,6.38,62.5,644,15467,2267,,544,86.9,,0.03,,14180,3.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
172,Med Temperature,1.08,7.72,1001,790,2675,,107,318,,0.09,,21905,-1,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
173,Med Temperature,0.25,9.5,1274,825,1670,,747,168,,0.03,,1698,-0.8,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
174,Med Temperature,0.55,2.16,1327,3777,459,,75.7,136,,0.01,,646,3.9,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
175,Med Temperature,0.97,21.2,1097,752,1377,,434,0.035,,0.06,,1856,1.5,SEDEX,Carboniferous,"Pyrite coexisting with chalcopyrite
(Py5)",W. Zhang et al. 2022
176,Sedimentary,4.584366087,39.00381858,40.54839922,6.412170362,30.62324839,6.386121856,0.465386673,8.161094683,0.43,0.078570672,3.179659846,13.32054523,14.496,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
177,Sedimentary,9.467738691,87.35519798,58.44041304,15.95884074,45.9827114,8.071816097,0.580923063,10.31534293,1.438270696,0.044821297,6.587073239,16.5154024,19.394,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
178,Sedimentary,15.95868002,125.3510239,56.11999282,10.10492931,40.43261585,11.73232437,0.804290298,10.89660236,1.303145757,0.088879478,6.010106421,15.9954873,16.763,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
179,Sedimentary,3.450222802,23.36358395,36.76928336,6.069499097,44.86531874,6.468398299,0.604418955,12.55022041,0.799146122,0.241044245,7.441510806,10.95064377,12.367,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
180,Sedimentary,9.97803321,57.96788368,87.58214263,16.67619179,71.11211796,16.34667135,1.377208436,19.07825092,1.364016666,0.150446888,11.40455357,24.86733052,17.903,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
181,Sedimentary,5.864157789,36.83278439,58.60138334,8.402745866,59.17024969,10.41009982,0.735475707,16.53571163,0.992952876,0.04497425,7.570952474,16.11495412,13.912,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
182,Sedimentary,9.75747671,55.98644025,80.22196455,13.3025299,77.4588783,15.64281046,1.027243812,16.81651092,1.470101002,0.190129033,8.287162124,19.61812858,16.183,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
183,Sedimentary,6.970297878,48.89461553,83.95006811,13.85142903,64.87293979,12.9634445,0.937750326,11.93788133,1.558290473,0.613950091,7.057170516,24.75101124,17.619,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
184,Sedimentary,4.003585809,62.55617485,36.20976053,5.279622598,28.19011865,4.002235705,0.403398275,5.803342472,0.3885,0.0956141,2.734750733,11.44101798,19.214,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
185,Sedimentary,2.591547307,27.77638468,32.47791951,5.349111311,25.49215627,4.26478644,0.602011748,6.695856998,1.479127831,0.267229041,2.535847056,13.59206485,12.444,Secondary py nodules,Devonian,"grey to black, calc, silty mud",Gregory et al. 2019
186,Sedimentary,52.78790188,382.3415883,2659.626688,3.71891036,79.1083358,0.151444784,560.3005191,1.557484337,0.4275,0.069693994,0.290648744,52.58367346,-9.421,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
187,Sedimentary,42.43515219,923.995524,5584.301633,7.532515352,20.46415573,0.037,434.3628282,0.64994922,0.425,0.029994085,0.433813071,27.11527118,-16.784,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
188,Sedimentary,45.63633771,657.9800676,2425.253494,41.23116244,50.30805108,0.825735207,185.1284219,2.33042763,1.116935799,0.069321805,0.227929794,81.08389503,-20.305,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
189,Sedimentary,404.4995692,1875.295182,2573.283604,1454.524111,62.21131617,2.061093342,23.33383675,2.53435036,1.698311942,0.061680093,0.009,116.2731604,-14.633,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
190,Sedimentary,348.6439905,1221.38635,660.8209147,8.966909779,169.2892832,0.198730992,59.35457433,9.472088744,2.078956849,0.145356318,0.518550446,167.5488416,-23.159,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
191,Sedimentary,56.5803466,290.2909987,170.1835987,1.752740586,46.74524962,0.364511779,11.06603638,1.65262135,0.4365,0.0115,0.161030131,31.68167107,-20.912,Sedimentary,Ectasian,black shale w nodules,Gregory et al. 2019
192,Sedimentary,18.14394486,278.1415833,118.0885396,59.34256857,17025.00622,10.67972194,6.200131001,1322.501201,1.400444766,0.051025479,19.02192409,229.3531187,20.064,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
193,Sedimentary,23.64649013,364.3280021,140.4480624,27.99866187,17610.38208,7.62924678,7.670846931,668.5497794,1.387855671,0.069350441,23.2350218,218.3728636,21.689,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
194,Sedimentary,19.1767116,239.2091955,138.9949237,72.40529311,18076.34606,10.69174954,6.119542051,1559.506641,2.00445774,0.070122233,14.03225807,234.5989501,19.701,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
195,Sedimentary,21.38953517,222.5457455,169.1342087,132.7609742,17916.38056,14.57270474,5.173363098,1668.626657,1.08508453,0.047483404,14.25639366,315.3086149,20.202,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
196,Sedimentary,26.17220231,351.5842762,145.4169043,59.63441105,17833.98535,8.959599656,6.738315717,1200.19072,1.046043571,0.06159269,20.04215783,268.8815975,19.57,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
197,Sedimentary,26.18749055,307.8479139,209.5823113,67.13992267,18754.4421,7.554160906,6.546300693,1215.231222,1.401471126,0.075449706,15.15579007,252.7116495,19.091,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
198,Sedimentary,29.26663377,480.7890918,117.2129921,92.40642485,18538.36416,10.72279435,6.430170672,1265.501066,1.28643578,0.691040455,21.319921,300.3437923,19.584,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
199,Sedimentary,25.50545338,475.1817935,157.6118695,123.9293386,22143.10542,9.302669452,6.83893193,1400.327491,1.024679241,0.069088328,15.29913983,315.517188,19.345,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
200,Sedimentary,18.09528151,271.5946435,62.07189957,123.7731801,20934.72303,7.940121682,5.409893755,1389.999829,0.3515,0.047805042,14.41001284,297.2194852,19.572,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
201,Sedimentary,27.13335452,528.5270778,135.0014215,89.36386628,19033.2131,18.39066888,6.016077914,1336.105014,1.019291837,0.086781168,16.36141555,373.4131585,18.904,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
202,Sedimentary,21.55022181,373.4932203,109.5696161,304.2773472,18746.81079,18.00018066,8.255740792,1362.591945,1.90361613,0.055706983,18.05338103,323.9651469,,Secondary py nodules,Ectasian,nodules in crbonaceous shale,Gregory et al. 2019
203,Sedimentary,0.0237,4.149,9.0101,81.7459,207.0124,0.0863,5.6495,175.673,0.6152,0.1612,18.172,314.0891,-4.582835174,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
204,Sedimentary,3.3565,7.4689,2.3731,14.1199,459.1337,0.0582,4.3253,156.537,0.3351,0.272,122.5145,1461.8699,-13.17241123,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
205,Sedimentary,3.0802,3.5269,0.7062,29.6397,975.7075,1.4944,2.5392,142.4619,0.3447,3.9774,62.4975,1589.8459,-11.5508546,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
206,Sedimentary,5.3899,8.2852,0.5226,31.4046,319.5456,0.057,3.6535,166.8291,0.8238,0.0319,88.5445,1016.8426,-5.45675892,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
207,Sedimentary,2.9751,4.5407,4.8019,15.1922,2744.3341,0.0132,1.8688,578.1921,0.2593,0.006,253.8961,3590.6815,-0.493887758,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
208,Sedimentary,0.476,4.1357,13.6766,1102.8219,126.9821,0.0129,5.5093,114.8995,0.6964,0.0061,3.95,2224.2787,-16.53934348,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
209,Sedimentary,0.654,4.8148,14.9651,14.2748,114.3908,2.6728,0.692,53.1982,0.5637,0.0777,307.6458,2033.9827,-28.11731174,Sedimentary,Mesoproterozoic,"Caixiashan Pb-Zn deposit, colloform pyrite",Dengfend Li et al. 2019
210,Low Temp Hydrothermal,0.7204,28.445,45.9115,372.4938,165.6351,0.0389,5.3173,291.7125,0.6493,0.0155,32.2399,886.4639,15.71426295,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
211,Low Temp Hydrothermal,0.2361,13.3071,24.1669,159.5301,113.9408,0.013,2.2692,127.9881,0.4799,0.6309,23.1448,1097.918,15.91111489,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
212,Low Temp Hydrothermal,0.0788,3.1369,149.448,48.5704,108.6723,0.0239,6.7827,209.417,0.913,0.0699,9.1168,578.18,6.452109417,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
213,Low Temp Hydrothermal,0.0439,3.1848,30.1298,46.5997,31.1078,0.0198,4.3861,61.5352,1.4342,0.1215,3.4406,363.3882,19.77691849,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
214,Low Temp Hydrothermal,0.5053,19.041,49.8636,337.274,106.5562,0.0164,10.8364,206.422,0.4776,0.0265,7.3127,562.3335,16.30818952,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
215,Low Temp Hydrothermal,0.0392,3.9419,84.2795,117.9371,134.5249,0.0139,4.4947,65.9606,0.2798,0.068,0.8981,138.413,15.44707464,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
216,Low Temp Hydrothermal,0.156,6.4175,0.8197,0.9165,523.4216,0.0334,0.1116,37.8334,0.8337,0.1027,15.4497,104.1591,12.71766403,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
217,Low Temp Hydrothermal,0.4953,11.5275,1.2175,2.306,431.5372,1.8165,0.5963,61.6062,0.7022,0.1764,25.7236,107.1936,13.71248544,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
218,Low Temp Hydrothermal,0.1034,19.1218,1.6808,2.3158,397.3542,0.0398,0.5357,79.0199,1.0467,0.0782,70.4198,125.8045,11.89475101,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
219,Low Temp Hydrothermal,0.1866,5.7427,10.4527,3.8058,501.3919,0.0144,0.0663,71.9328,0.536,0.3688,45.7232,140.4558,13.18867051,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
220,Low Temp Hydrothermal,0.1297,1.009,0.6605,1.1229,819.2503,0.2243,1.281,49.1048,0.8472,0.0347,23.5133,188.3079,12.91271824,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
221,Low Temp Hydrothermal,0.2645,8.1885,2.4416,1.4974,572.2716,0.4803,12.1654,297.1909,0.7291,0.4867,119.7145,1119.7043,21.16881453,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
222,Low Temp Hydrothermal,0.6907,21.8017,6.5654,4.0868,1178.4564,0.0375,48.9738,1026.5051,0.2707,0.0523,220.4321,4071.3042,18.03423949,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
223,Low Temp Hydrothermal,0.3937,10.6836,12.7741,3.6182,1462.1151,7.8735,26.0885,709.0659,0.4343,0.0537,208.8951,3205.6412,19.68029026,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
224,Low Temp Hydrothermal,0.3058,15.5082,5.5957,6.3658,767.6262,0.1241,33.1653,815.8092,0.6138,0.3721,262.9358,1308.0909,22.10947917,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
225,Low Temp Hydrothermal,0.4576,12.4352,7.0099,8.4456,776.1158,9.8899,43.1284,1057.0535,0.6927,0.755,257.6703,3147.0039,22.51509305,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
226,Low Temp Hydrothermal,0.4787,8.0016,12.3056,5.9035,636.9234,0.3044,23.1019,651.5343,2.1358,0.223,292.548,946.9376,21.7238651,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
227,Low Temp Hydrothermal,0.3634,15.7954,5.0523,475.0124,846.2075,31.2385,34.7454,989.3676,0.8021,0.0897,290.9732,3182.6091,20.31803662,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
228,Low Temp Hydrothermal,0.1685,12.4284,6.426,4.0354,672.8099,0.0517,36.5932,691.4558,0.5098,0.1307,218.6203,1154.1826,23.99170733,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
229,Low Temp Hydrothermal,0.3392,9.7871,3.6724,7.0269,518.8374,0.0573,23.2785,432.7434,0.4622,0.044,189.7299,627.4861,21.36701477,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
230,Low Temp Hydrothermal,0.3746,10.8362,2.7594,6.5112,572.4157,0.0648,29.1749,735.3814,0.2165,0.0208,219.9941,863.1918,21.41420531,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
231,Low Temp Hydrothermal,0.6795,6.3788,2.6444,227.255,4339.5396,20.6731,6.1256,397.6668,1.1899,0.0576,99.9636,2015.7831,9.778143199,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
232,Low Temp Hydrothermal,5.8788,11.7181,1.2499,52.3408,905.9849,2.5509,6.0096,342.7159,1.9842,0.565,135.0117,1630.9376,5.912078739,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
233,Low Temp Hydrothermal,3.2784,6.3606,1.9078,7.209,1128.9226,0.2443,2.3352,168.1321,0.4424,0.1395,76.9178,523.7917,13.69630582,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
234,Low Temp Hydrothermal,2.7803,11.2109,2.6648,226.7026,791.1634,0.0515,6.77,188.8298,4.5718,0.3492,93.0378,1243.183,11.13337425,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
235,Low Temp Hydrothermal,5.7345,12.7152,0.3802,18.8309,259.1304,0.0404,3.3996,125.5296,0.4918,0.229,68.7757,1054.6214,8.423774872,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
236,Low Temp Hydrothermal,5.4461,19.1998,1.4233,6.6241,1610.4809,3.4461,6.6336,315.2997,0.792,0.0598,129.8253,3946.0951,12.03295186,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
237,Low Temp Hydrothermal,0.7717,13.2359,0.9848,41.7601,2074.6452,0.0168,4.517,161.1583,1.2968,0.6272,34.4271,1539.5159,7.780635308,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
238,Low Temp Hydrothermal,2.488,3.6626,0.6291,83.943,1249.6047,0.5297,2.713,94.8896,0.6242,0.0608,30.9667,2110.628,12.74103459,"Colloform pyrite, secondary",Mesoproterozoic,Caixiashan Pb-Zn deposit. Carbonate rock dissolution,Dengfend Li et al. 2019
